instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,hour_of_day,season_name,weather_condition,casual_pct,registered_pct,usage_level,user_cluster,weather_group,behavior_cluster,demand_level,rush_category,TimeCluster
1,2011-01-01,1,0,1,0,0,6,0,1,0.24,0.2879,0.81,0.0,3,13,16,2011,1,1,Saturday,0,Spring,Cerah,18.75,81.25,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4645,2011-07-17,3,0,7,10,0,0,0,1,0.74,0.6818,0.6,0.2239,127,177,304,2011,7,17,Sunday,10,Fall,Cerah,41.776315789473685,58.223684210526315,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
4646,2011-07-17,3,0,7,11,0,0,0,1,0.76,0.697,0.55,0.2836,147,244,391,2011,7,17,Sunday,11,Fall,Cerah,37.59590792838875,62.40409207161125,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
4647,2011-07-17,3,0,7,12,0,0,0,1,0.76,0.697,0.55,0.2836,177,243,420,2011,7,17,Sunday,12,Fall,Cerah,42.142857142857146,57.85714285714286,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
4648,2011-07-17,3,0,7,13,0,0,0,1,0.8,0.7424,0.49,0.2985,200,272,472,2011,7,17,Sunday,13,Fall,Cerah,42.3728813559322,57.6271186440678,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
4649,2011-07-17,3,0,7,14,0,0,0,1,0.8,0.7424,0.49,0.3582,168,262,430,2011,7,17,Sunday,14,Fall,Cerah,39.06976744186046,60.93023255813953,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
4650,2011-07-17,3,0,7,15,0,0,0,1,0.82,0.7424,0.43,0.2985,129,195,324,2011,7,17,Sunday,15,Fall,Cerah,39.81481481481482,60.18518518518518,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
4651,2011-07-17,3,0,7,16,0,0,0,1,0.8,0.7273,0.46,0.2985,129,188,317,2011,7,17,Sunday,16,Fall,Cerah,40.694006309148264,59.305993690851736,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
4652,2011-07-17,3,0,7,17,0,0,0,1,0.8,0.7424,0.49,0.3881,133,236,369,2011,7,17,Sunday,17,Fall,Cerah,36.043360433604335,63.956639566395665,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4653,2011-07-17,3,0,7,18,0,0,0,1,0.8,0.7273,0.46,0.2985,147,243,390,2011,7,17,Sunday,18,Fall,Cerah,37.69230769230769,62.30769230769231,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4654,2011-07-17,3,0,7,19,0,0,0,1,0.76,0.697,0.55,0.2836,145,234,379,2011,7,17,Sunday,19,Fall,Cerah,38.258575197889186,61.74142480211082,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4655,2011-07-17,3,0,7,20,0,0,0,1,0.76,0.7121,0.58,0.2537,85,177,262,2011,7,17,Sunday,20,Fall,Cerah,32.44274809160305,67.55725190839695,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
4656,2011-07-17,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2239,59,148,207,2011,7,17,Sunday,21,Fall,Cerah,28.502415458937197,71.49758454106279,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
4657,2011-07-17,3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,65,116,181,2011,7,17,Sunday,22,Fall,Cerah,35.91160220994475,64.08839779005525,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
4658,2011-07-17,3,0,7,23,0,0,0,1,0.7,0.6667,0.74,0.1343,39,54,93,2011,7,17,Sunday,23,Fall,Cerah,41.935483870967744,58.06451612903226,Medium,Balanced,Good Weather,Medium | Balanced | Good Weather,Medium,Non-Rush Hour,Off Time
4659,2011-07-18,3,0,7,0,0,1,1,1,0.7,0.6667,0.74,0.1343,21,30,51,2011,7,18,Monday,0,Fall,Cerah,41.17647058823529,58.82352941176471,Low,Balanced,Good Weather,Low | Balanced | Good Weather,Low,Non-Rush Hour,Off Time
4660,2011-07-18,3,0,7,1,0,1,1,1,0.7,0.6667,0.74,0.2239,17,8,25,2011,7,18,Monday,1,Fall,Cerah,68.0,32.0,Low,Casual Dominant,Good Weather,Low | Casual Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4661,2011-07-18,3,0,7,2,0,1,1,1,0.66,0.6061,0.83,0.2239,2,8,10,2011,7,18,Monday,2,Fall,Cerah,20.0,80.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4662,2011-07-18,3,0,7,3,0,1,1,1,0.66,0.6061,0.78,0.194,3,4,7,2011,7,18,Monday,3,Fall,Cerah,42.857142857142854,57.14285714285714,Low,Balanced,Good Weather,Low | Balanced | Good Weather,Low,Non-Rush Hour,Off Time
4663,2011-07-18,3,0,7,4,0,1,1,1,0.64,0.5909,0.78,0.1642,1,3,4,2011,7,18,Monday,4,Fall,Cerah,25.0,75.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4664,2011-07-18,3,0,7,5,0,1,1,1,0.64,0.5909,0.78,0.1045,2,15,17,2011,7,18,Monday,5,Fall,Cerah,11.76470588235294,88.23529411764706,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4665,2011-07-18,3,0,7,6,0,1,1,1,0.64,0.5758,0.83,0.1045,10,95,105,2011,7,18,Monday,6,Fall,Cerah,9.523809523809524,90.47619047619048,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
4666,2011-07-18,3,0,7,7,0,1,1,1,0.68,0.6364,0.74,0.2239,22,255,277,2011,7,18,Monday,7,Fall,Cerah,7.9422382671480145,92.05776173285199,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4667,2011-07-18,3,0,7,8,0,1,1,1,0.7,0.6515,0.7,0.194,18,329,347,2011,7,18,Monday,8,Fall,Cerah,5.187319884726225,94.81268011527378,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4668,2011-07-18,3,0,7,9,0,1,1,1,0.74,0.697,0.67,0.2239,33,170,203,2011,7,18,Monday,9,Fall,Cerah,16.25615763546798,83.74384236453201,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
4669,2011-07-18,3,0,7,10,0,1,1,1,0.76,0.7121,0.62,0.194,52,78,130,2011,7,18,Monday,10,Fall,Cerah,40.0,60.0,Medium,Balanced,Good Weather,Medium | Balanced | Good Weather,Medium,Non-Rush Hour,Leisure Time
4670,2011-07-18,3,0,7,11,0,1,1,1,0.8,0.7576,0.55,0.0896,42,99,141,2011,7,18,Monday,11,Fall,Cerah,29.78723404255319,70.2127659574468,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4671,2011-07-18,3,0,7,12,0,1,1,1,0.8,0.7727,0.59,0.194,39,126,165,2011,7,18,Monday,12,Fall,Cerah,23.636363636363637,76.36363636363637,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4672,2011-07-18,3,0,7,13,0,1,1,1,0.82,0.7879,0.56,0.2537,27,125,152,2011,7,18,Monday,13,Fall,Cerah,17.763157894736842,82.23684210526315,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4673,2011-07-18,3,0,7,14,0,1,1,1,0.82,0.7879,0.56,0.3284,32,106,138,2011,7,18,Monday,14,Fall,Cerah,23.18840579710145,76.81159420289855,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4674,2011-07-18,3,0,7,15,0,1,1,1,0.84,0.803,0.53,0.3284,53,111,164,2011,7,18,Monday,15,Fall,Cerah,32.31707317073171,67.6829268292683,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4675,2011-07-18,3,0,7,16,0,1,1,1,0.84,0.803,0.53,0.2836,45,220,265,2011,7,18,Monday,16,Fall,Cerah,16.9811320754717,83.01886792452831,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
4676,2011-07-18,3,0,7,17,0,1,1,1,0.84,0.7879,0.49,0.3284,72,473,545,2011,7,18,Monday,17,Fall,Cerah,13.211009174311927,86.78899082568807,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4677,2011-07-18,3,0,7,18,0,1,1,1,0.82,0.7727,0.49,0.3582,80,478,558,2011,7,18,Monday,18,Fall,Cerah,14.336917562724013,85.66308243727599,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4678,2011-07-18,3,0,7,19,0,1,1,1,0.8,0.7576,0.55,0.2239,63,335,398,2011,7,18,Monday,19,Fall,Cerah,15.829145728643216,84.17085427135679,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4679,2011-07-18,3,0,7,20,0,1,1,1,0.78,0.7424,0.59,0.2239,91,232,323,2011,7,18,Monday,20,Fall,Cerah,28.173374613003094,71.8266253869969,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
4680,2011-07-18,3,0,7,21,0,1,1,1,0.74,0.697,0.66,0.194,48,154,202,2011,7,18,Monday,21,Fall,Cerah,23.762376237623762,76.23762376237624,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
4681,2011-07-18,3,0,7,22,0,1,1,1,0.76,0.7273,0.66,0.2239,36,104,140,2011,7,18,Monday,22,Fall,Cerah,25.71428571428571,74.28571428571429,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
4682,2011-07-18,3,0,7,23,0,1,1,1,0.74,0.697,0.66,0.1642,32,59,91,2011,7,18,Monday,23,Fall,Cerah,35.16483516483517,64.83516483516483,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
4683,2011-07-19,3,0,7,0,0,2,1,1,0.74,0.697,0.66,0.1045,25,26,51,2011,7,19,Tuesday,0,Fall,Cerah,49.01960784313725,50.98039215686274,Low,Balanced,Good Weather,Low | Balanced | Good Weather,Low,Non-Rush Hour,Off Time
4684,2011-07-19,3,0,7,1,0,2,1,2,0.74,0.697,0.66,0.1343,7,6,13,2011,7,19,Tuesday,1,Fall,Berawan,53.84615384615385,46.15384615384615,Low,Balanced,Good Weather,Low | Balanced | Good Weather,Low,Non-Rush Hour,Off Time
4685,2011-07-19,3,0,7,2,0,2,1,1,0.72,0.6818,0.7,0.1642,9,4,13,2011,7,19,Tuesday,2,Fall,Cerah,69.23076923076923,30.76923076923077,Low,Casual Dominant,Good Weather,Low | Casual Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4686,2011-07-19,3,0,7,3,0,2,1,1,0.72,0.6818,0.7,0.1642,2,1,3,2011,7,19,Tuesday,3,Fall,Cerah,66.66666666666666,33.33333333333333,Low,Casual Dominant,Good Weather,Low | Casual Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4687,2011-07-19,3,0,7,4,0,2,1,1,0.72,0.6818,0.7,0.1343,1,4,5,2011,7,19,Tuesday,4,Fall,Cerah,20.0,80.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4688,2011-07-19,3,0,7,5,0,2,1,2,0.7,0.6667,0.74,0.1045,0,19,19,2011,7,19,Tuesday,5,Fall,Berawan,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4689,2011-07-19,3,0,7,6,0,2,1,2,0.72,0.697,0.74,0.1045,8,126,134,2011,7,19,Tuesday,6,Fall,Berawan,5.970149253731343,94.02985074626866,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
4690,2011-07-19,3,0,7,7,0,2,1,2,0.74,0.697,0.7,0.1642,28,287,315,2011,7,19,Tuesday,7,Fall,Berawan,8.88888888888889,91.11111111111111,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4691,2011-07-19,3,0,7,8,0,2,1,2,0.76,0.7273,0.7,0.1642,31,381,412,2011,7,19,Tuesday,8,Fall,Berawan,7.524271844660194,92.47572815533981,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4692,2011-07-19,3,0,7,9,0,2,1,2,0.8,0.7879,0.63,0.1343,22,177,199,2011,7,19,Tuesday,9,Fall,Berawan,11.055276381909549,88.94472361809045,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
4693,2011-07-19,3,0,7,10,0,2,1,2,0.82,0.7879,0.56,0.1642,29,112,141,2011,7,19,Tuesday,10,Fall,Berawan,20.56737588652482,79.43262411347519,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4694,2011-07-19,3,0,7,11,0,2,1,1,0.82,0.803,0.59,0.0,29,98,127,2011,7,19,Tuesday,11,Fall,Cerah,22.83464566929134,77.16535433070865,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4695,2011-07-19,3,0,7,12,0,2,1,1,0.84,0.8182,0.56,0.0896,26,127,153,2011,7,19,Tuesday,12,Fall,Cerah,16.99346405228758,83.00653594771242,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4696,2011-07-19,3,0,7,13,0,2,1,1,0.86,0.8333,0.53,0.1045,33,139,172,2011,7,19,Tuesday,13,Fall,Cerah,19.186046511627907,80.81395348837209,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4697,2011-07-19,3,0,7,14,0,2,1,1,0.86,0.8182,0.5,0.194,41,111,152,2011,7,19,Tuesday,14,Fall,Cerah,26.973684210526315,73.02631578947368,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4698,2011-07-19,3,0,7,15,0,2,1,1,0.88,0.8182,0.44,0.194,48,110,158,2011,7,19,Tuesday,15,Fall,Cerah,30.37974683544304,69.62025316455697,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4699,2011-07-19,3,0,7,16,0,2,1,1,0.9,0.8485,0.42,0.2985,61,216,277,2011,7,19,Tuesday,16,Fall,Cerah,22.021660649819495,77.9783393501805,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
4700,2011-07-19,3,0,7,17,0,2,1,1,0.8,0.803,0.66,0.0,68,445,513,2011,7,19,Tuesday,17,Fall,Cerah,13.255360623781677,86.74463937621833,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4701,2011-07-19,3,0,7,18,0,2,1,1,0.8,0.803,0.66,0.1343,80,450,530,2011,7,19,Tuesday,18,Fall,Cerah,15.09433962264151,84.90566037735849,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4702,2011-07-19,3,0,7,19,0,2,1,1,0.76,0.7424,0.75,0.194,54,334,388,2011,7,19,Tuesday,19,Fall,Cerah,13.917525773195877,86.08247422680412,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4703,2011-07-19,3,0,7,20,0,2,1,1,0.74,0.7273,0.74,0.0896,48,229,277,2011,7,19,Tuesday,20,Fall,Cerah,17.328519855595665,82.67148014440433,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
4704,2011-07-19,3,0,7,21,0,2,1,1,0.74,0.7121,0.74,0.1343,47,194,241,2011,7,19,Tuesday,21,Fall,Cerah,19.502074688796682,80.49792531120332,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
4705,2011-07-19,3,0,7,22,0,2,1,1,0.74,0.7121,0.74,0.0,36,120,156,2011,7,19,Tuesday,22,Fall,Cerah,23.076923076923077,76.92307692307693,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
4706,2011-07-19,3,0,7,23,0,2,1,3,0.72,0.697,0.79,0.1642,19,73,92,2011,7,19,Tuesday,23,Fall,Hujan Ringan,20.652173913043477,79.34782608695652,Medium,Registered Dominant,Bad Weather,Medium | Registered Dominant | Bad Weather,Medium,Non-Rush Hour,Off Time
4707,2011-07-20,3,0,7,0,0,3,1,1,0.7,0.6667,0.84,0.1045,11,29,40,2011,7,20,Wednesday,0,Fall,Cerah,27.500000000000004,72.5,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4708,2011-07-20,3,0,7,1,0,3,1,1,0.7,0.6667,0.84,0.0,4,7,11,2011,7,20,Wednesday,1,Fall,Cerah,36.36363636363637,63.63636363636363,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4709,2011-07-20,3,0,7,2,0,3,1,1,0.7,0.6667,0.84,0.0,2,7,9,2011,7,20,Wednesday,2,Fall,Cerah,22.22222222222222,77.77777777777779,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4710,2011-07-20,3,0,7,3,0,3,1,1,0.7,0.6667,0.84,0.1045,2,4,6,2011,7,20,Wednesday,3,Fall,Cerah,33.33333333333333,66.66666666666666,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4711,2011-07-20,3,0,7,4,0,3,1,1,0.68,0.6364,0.83,0.0,0,4,4,2011,7,20,Wednesday,4,Fall,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4712,2011-07-20,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.1045,4,19,23,2011,7,20,Wednesday,5,Fall,Cerah,17.391304347826086,82.6086956521739,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4713,2011-07-20,3,0,7,6,0,3,1,2,0.68,0.6364,0.89,0.1045,5,111,116,2011,7,20,Wednesday,6,Fall,Berawan,4.310344827586207,95.6896551724138,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
4714,2011-07-20,3,0,7,7,0,3,1,2,0.7,0.6667,0.84,0.1045,27,276,303,2011,7,20,Wednesday,7,Fall,Berawan,8.91089108910891,91.0891089108911,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4715,2011-07-20,3,0,7,8,0,3,1,1,0.74,0.7121,0.74,0.0,34,404,438,2011,7,20,Wednesday,8,Fall,Cerah,7.76255707762557,92.23744292237443,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4716,2011-07-20,3,0,7,9,0,3,1,1,0.74,0.697,0.7,0.0896,28,181,209,2011,7,20,Wednesday,9,Fall,Cerah,13.397129186602871,86.60287081339713,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
4717,2011-07-20,3,0,7,10,0,3,1,1,0.76,0.7273,0.7,0.0,34,76,110,2011,7,20,Wednesday,10,Fall,Cerah,30.909090909090907,69.0909090909091,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4718,2011-07-20,3,0,7,11,0,3,1,1,0.8,0.7879,0.63,0.0896,26,116,142,2011,7,20,Wednesday,11,Fall,Cerah,18.30985915492958,81.69014084507043,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4719,2011-07-20,3,0,7,12,0,3,1,1,0.82,0.803,0.59,0.0,28,121,149,2011,7,20,Wednesday,12,Fall,Cerah,18.79194630872483,81.20805369127517,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4720,2011-07-20,3,0,7,13,0,3,1,1,0.84,0.8182,0.56,0.194,23,97,120,2011,7,20,Wednesday,13,Fall,Cerah,19.166666666666668,80.83333333333333,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4721,2011-07-20,3,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,44,83,127,2011,7,20,Wednesday,14,Fall,Cerah,34.645669291338585,65.35433070866141,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4722,2011-07-20,3,0,7,15,0,3,1,1,0.86,0.8182,0.5,0.1642,36,102,138,2011,7,20,Wednesday,15,Fall,Cerah,26.08695652173913,73.91304347826086,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
4723,2011-07-20,3,0,7,16,0,3,1,1,0.84,0.8182,0.56,0.0,30,204,234,2011,7,20,Wednesday,16,Fall,Cerah,12.82051282051282,87.17948717948718,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
4724,2011-07-20,3,0,7,17,0,3,1,1,0.84,0.8333,0.59,0.194,50,405,455,2011,7,20,Wednesday,17,Fall,Cerah,10.989010989010989,89.01098901098901,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4725,2011-07-20,3,0,7,18,0,3,1,1,0.84,0.8333,0.59,0.2239,68,429,497,2011,7,20,Wednesday,18,Fall,Cerah,13.682092555331993,86.31790744466801,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4726,2011-07-20,3,0,7,19,0,3,1,1,0.82,0.8485,0.67,0.1642,59,323,382,2011,7,20,Wednesday,19,Fall,Cerah,15.44502617801047,84.55497382198953,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
4727,2011-07-20,3,0,7,20,0,3,1,1,0.8,0.8333,0.75,0.2239,45,264,309,2011,7,20,Wednesday,20,Fall,Cerah,14.563106796116504,85.43689320388349,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
4728,2011-07-20,3,0,7,21,0,3,1,1,0.8,0.803,0.66,0.1642,33,209,242,2011,7,20,Wednesday,21,Fall,Cerah,13.636363636363635,86.36363636363636,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
4729,2011-07-20,3,0,7,22,0,3,1,1,0.78,0.7727,0.7,0.2239,25,144,169,2011,7,20,Wednesday,22,Fall,Cerah,14.792899408284024,85.20710059171599,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
4730,2011-07-20,3,0,7,23,0,3,1,1,0.76,0.7424,0.75,0.2537,26,73,99,2011,7,20,Wednesday,23,Fall,Cerah,26.262626262626267,73.73737373737373,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
4731,2011-07-21,3,0,7,0,0,4,1,2,0.76,0.7424,0.75,0.194,13,29,42,2011,7,21,Thursday,0,Fall,Berawan,30.952380952380953,69.04761904761905,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4732,2011-07-21,3,0,7,1,0,4,1,2,0.74,0.7273,0.84,0.2239,5,16,21,2011,7,21,Thursday,1,Fall,Berawan,23.809523809523807,76.19047619047619,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4733,2011-07-21,3,0,7,2,0,4,1,2,0.74,0.7273,0.84,0.2239,2,4,6,2011,7,21,Thursday,2,Fall,Berawan,33.33333333333333,66.66666666666666,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
4734,2011-07-21,3,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343,1,5,6,2011,7,21,Thursday,3,Fall,Berawan,16.666666666666664,83.33333333333334,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
